,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
25269,0,32,154.0,56.0,8.0,79.0,39.7
64883,1,55,186.0,89.0,14.0,89.0,40.4
70392,0,53,169.0,69.0,2.0,73.0,38.5
3261,1,71,174.0,78.0,4.0,85.0,39.1
12526,0,30,177.0,71.0,25.0,100.0,41.3
29848,1,22,196.0,96.0,12.0,99.0,40.5
60035,1,40,184.0,88.0,15.0,95.0,40.1
40972,1,40,175.0,77.0,15.0,99.0,40.2
13796,1,32,187.0,93.0,20.0,93.0,40.6
56644,0,52,170.0,71.0,6.0,87.0,39.2
63886,0,64,167.0,67.0,23.0,107.0,40.8
67017,0,62,151.0,51.0,6.0,83.0,39.4
42337,0,48,158.0,61.0,11.0,91.0,40.0
36635,1,30,184.0,87.0,8.0,92.0,39.9
28377,1,74,174.0,77.0,25.0,110.0,40.8
20543,0,53,179.0,78.0,12.0,93.0,40.0
6023,1,39,181.0,81.0,6.0,83.0,39.3
58230,0,28,165.0,64.0,11.0,89.0,40.1
71352,1,23,192.0,93.0,5.0,86.0,38.7
15040,1,41,181.0,84.0,4.0,78.0,38.9
11091,1,42,196.0,97.0,30.0,107.0,41.0
67748,1,49,181.0,85.0,26.0,105.0,40.6
29098,0,43,183.0,80.0,4.0,89.0,38.7
13472,0,20,173.0,70.0,29.0,109.0,40.8
60595,0,53,156.0,53.0,7.0,83.0,39.5
47830,0,28,163.0,66.0,20.0,102.0,40.1
52485,1,51,183.0,85.0,17.0,102.0,40.0
37828,1,44,179.0,81.0,17.0,92.0,40.5
12996,1,55,201.0,103.0,19.0,105.0,40.4
7591,1,61,187.0,94.0,25.0,104.0,40.6
29659,1,21,194.0,91.0,3.0,81.0,38.0
7506,1,47,185.0,91.0,17.0,97.0,40.3
65900,1,39,197.0,103.0,19.0,100.0,40.4
59602,1,58,172.0,76.0,26.0,110.0,40.7
52663,0,41,161.0,64.0,26.0,111.0,41.1
67333,0,47,177.0,75.0,25.0,107.0,40.5
48205,1,52,191.0,88.0,18.0,96.0,40.7
9213,0,40,151.0,50.0,21.0,97.0,40.7
61778,1,40,182.0,80.0,9.0,87.0,39.9
10834,1,47,191.0,94.0,14.0,92.0,40.2
29534,0,65,164.0,61.0,5.0,81.0,38.6
56197,0,48,161.0,59.0,25.0,104.0,40.7
8727,0,35,174.0,71.0,29.0,112.0,40.8
15749,0,25,160.0,57.0,4.0,79.0,38.9
14932,0,36,182.0,84.0,18.0,104.0,40.8
1535,0,28,175.0,72.0,6.0,87.0,39.1
74748,1,63,191.0,88.0,26.0,113.0,40.7
54292,1,37,173.0,73.0,20.0,104.0,40.7
31574,0,29,164.0,60.0,20.0,94.0,40.5
31325,0,61,165.0,62.0,6.0,90.0,39.5
6307,0,36,166.0,68.0,24.0,108.0,40.8
13803,0,26,178.0,71.0,30.0,108.0,41.1
14028,1,59,163.0,71.0,10.0,87.0,40.0
32422,0,45,152.0,61.0,8.0,88.0,39.6
26297,0,64,174.0,74.0,3.0,82.0,38.3
3652,1,32,175.0,77.0,8.0,98.0,39.7
51581,1,21,178.0,80.0,19.0,96.0,40.5
22724,0,42,157.0,59.0,30.0,114.0,40.9
42576,0,59,162.0,65.0,5.0,84.0,39.2
73898,1,20,190.0,89.0,4.0,86.0,39.0
36415,0,21,158.0,56.0,25.0,107.0,40.8
68851,0,21,176.0,69.0,20.0,94.0,40.3
56389,0,26,157.0,58.0,20.0,102.0,40.5
68544,1,38,177.0,83.0,23.0,99.0,40.6
16622,1,21,195.0,93.0,18.0,97.0,40.3
6255,0,37,169.0,64.0,3.0,84.0,38.8
73435,1,55,175.0,79.0,28.0,107.0,40.8
43583,0,21,161.0,59.0,20.0,105.0,40.5
65869,1,44,177.0,76.0,22.0,112.0,40.5
42294,0,40,163.0,62.0,15.0,99.0,40.1
26098,1,35,186.0,89.0,25.0,108.0,40.6
74232,1,56,181.0,81.0,10.0,99.0,39.9
68229,0,40,159.0,52.0,24.0,102.0,40.7
49551,1,45,184.0,83.0,29.0,110.0,40.9
5714,1,43,196.0,91.0,23.0,99.0,40.9
26420,0,44,155.0,56.0,14.0,88.0,40.0
28003,1,48,183.0,86.0,11.0,91.0,40.1
30773,1,26,182.0,81.0,3.0,74.0,38.9
7313,0,52,174.0,73.0,21.0,102.0,40.7
29341,0,45,165.0,66.0,19.0,99.0,40.6
31426,0,27,159.0,63.0,11.0,92.0,39.8
45516,1,24,187.0,84.0,26.0,111.0,40.2
18101,0,26,174.0,69.0,12.0,91.0,40.2
71571,1,42,194.0,98.0,10.0,91.0,39.7
49293,1,40,185.0,93.0,13.0,87.0,40.1
55089,0,56,174.0,74.0,6.0,88.0,39.1
73377,1,22,197.0,95.0,15.0,90.0,40.3
67296,0,20,160.0,57.0,17.0,95.0,40.2
72057,1,26,193.0,100.0,1.0,87.0,37.8
68767,1,45,180.0,82.0,16.0,86.0,40.2
37371,0,23,166.0,61.0,15.0,90.0,40.2
53725,0,34,174.0,72.0,12.0,94.0,39.8
67082,1,49,183.0,85.0,28.0,110.0,40.8
14537,1,65,178.0,77.0,27.0,110.0,40.6
62064,1,36,181.0,79.0,13.0,94.0,40.2
28604,0,29,181.0,77.0,29.0,99.0,40.9
74989,0,25,151.0,57.0,2.0,81.0,37.6
3907,0,30,160.0,60.0,11.0,96.0,40.1
13901,1,58,195.0,94.0,25.0,110.0,40.8
32726,0,35,162.0,59.0,5.0,87.0,39.2
49671,0,44,180.0,77.0,6.0,88.0,39.2
30086,1,64,192.0,92.0,1.0,80.0,37.7
38692,0,21,161.0,58.0,22.0,103.0,40.6
8183,1,69,188.0,90.0,12.0,88.0,40.0
8430,0,50,161.0,64.0,15.0,93.0,40.3
245,1,24,192.0,88.0,5.0,84.0,39.0
5483,0,65,166.0,66.0,21.0,103.0,40.3
38092,1,25,194.0,98.0,4.0,85.0,38.8
64635,1,40,181.0,78.0,26.0,110.0,41.0
2364,1,62,178.0,82.0,7.0,87.0,39.4
4307,1,20,171.0,68.0,23.0,103.0,41.1
72977,1,32,162.0,64.0,15.0,96.0,40.5
49460,0,30,167.0,63.0,28.0,110.0,40.7
8800,1,42,201.0,96.0,2.0,79.0,38.4
31886,0,54,177.0,82.0,13.0,82.0,39.8
44499,0,67,165.0,60.0,6.0,91.0,39.4
67353,0,33,165.0,61.0,4.0,88.0,39.1
31516,0,64,147.0,54.0,20.0,97.0,40.3
65452,0,31,155.0,58.0,9.0,80.0,39.7
69177,0,54,171.0,67.0,29.0,111.0,40.9
66319,0,46,153.0,52.0,15.0,93.0,40.0
51565,1,21,178.0,80.0,28.0,105.0,41.0
46579,1,35,174.0,77.0,1.0,87.0,37.4
63758,0,38,170.0,64.0,5.0,82.0,39.5
5277,1,59,173.0,84.0,18.0,103.0,40.5
24549,0,27,163.0,62.0,29.0,107.0,40.8
33475,1,30,193.0,99.0,4.0,85.0,39.0
32160,0,22,178.0,74.0,17.0,93.0,40.2
16047,0,29,184.0,73.0,18.0,96.0,40.3
71016,1,32,182.0,85.0,8.0,88.0,39.3
45366,0,52,161.0,61.0,19.0,93.0,40.3
1578,1,34,189.0,93.0,19.0,97.0,40.7
28672,1,45,188.0,90.0,8.0,83.0,39.4
27235,0,25,165.0,68.0,16.0,93.0,40.8
20181,0,21,147.0,52.0,8.0,95.0,39.5
72470,1,50,192.0,91.0,5.0,82.0,39.0
59,0,29,171.0,64.0,18.0,103.0,40.8
43835,0,34,166.0,59.0,25.0,112.0,40.3
34187,1,41,170.0,78.0,29.0,110.0,40.8
10597,0,54,159.0,63.0,13.0,92.0,40.2
16151,0,48,161.0,60.0,11.0,97.0,40.1
40028,1,47,186.0,91.0,1.0,87.0,37.6
36748,1,59,196.0,98.0,14.0,97.0,40.4
10769,0,29,156.0,57.0,2.0,87.0,38.1
16321,0,22,153.0,53.0,20.0,97.0,40.5
51595,1,50,182.0,81.0,20.0,93.0,40.3
925,0,79,163.0,65.0,10.0,95.0,39.8
34130,1,24,194.0,95.0,2.0,89.0,38.1
29023,0,25,169.0,66.0,12.0,98.0,40.1
30688,0,28,169.0,64.0,29.0,104.0,40.9
67892,0,40,178.0,73.0,12.0,90.0,39.8
41851,0,30,155.0,55.0,3.0,82.0,38.7
69702,0,51,167.0,71.0,27.0,101.0,40.7
61582,1,44,194.0,92.0,16.0,94.0,40.3
63535,1,23,162.0,65.0,26.0,110.0,40.9
33823,0,24,169.0,64.0,14.0,90.0,40.2
12926,1,59,181.0,87.0,11.0,86.0,40.1
20147,1,42,186.0,91.0,14.0,95.0,40.1
40011,1,21,178.0,81.0,12.0,97.0,40.1
49311,1,28,175.0,72.0,15.0,97.0,40.4
52038,1,56,186.0,101.0,6.0,90.0,39.2
18254,0,20,160.0,59.0,29.0,108.0,40.8
68484,0,27,169.0,65.0,4.0,80.0,38.8
70658,0,46,161.0,60.0,6.0,85.0,39.3
17550,1,39,172.0,77.0,26.0,100.0,41.0
22920,1,26,185.0,85.0,29.0,114.0,40.9
28163,0,22,181.0,72.0,2.0,77.0,37.9
25844,0,38,150.0,51.0,29.0,109.0,40.6
42136,0,25,170.0,72.0,26.0,110.0,40.3
73722,1,56,177.0,78.0,8.0,90.0,39.5
54556,1,50,193.0,98.0,2.0,77.0,38.1
2144,0,35,164.0,60.0,23.0,104.0,40.3
2167,1,79,176.0,83.0,24.0,104.0,40.7
17803,1,45,191.0,75.0,25.0,102.0,40.8
36681,1,20,178.0,77.0,7.0,86.0,39.4
31230,0,75,161.0,59.0,25.0,104.0,40.8
52755,1,48,197.0,102.0,5.0,86.0,39.1
58206,0,44,164.0,60.0,15.0,94.0,40.4
15058,0,64,161.0,62.0,6.0,82.0,39.4
15354,1,43,186.0,90.0,12.0,97.0,39.9
70063,1,26,189.0,91.0,23.0,103.0,40.4
62995,1,50,172.0,64.0,11.0,91.0,39.6
62298,0,50,156.0,58.0,24.0,103.0,40.4
21200,0,38,173.0,67.0,2.0,84.0,37.8
16327,1,73,172.0,82.0,15.0,91.0,40.2
66342,1,32,200.0,104.0,16.0,91.0,40.3
58683,1,42,172.0,82.0,25.0,108.0,40.7
53266,1,29,178.0,82.0,19.0,96.0,39.8
2205,0,22,169.0,64.0,19.0,96.0,40.6
56023,0,36,161.0,51.0,16.0,96.0,40.1
64981,0,33,159.0,59.0,22.0,94.0,40.6
41713,1,26,159.0,60.0,11.0,85.0,39.3
41423,0,61,181.0,78.0,16.0,98.0,40.0
25323,1,39,176.0,83.0,5.0,77.0,39.2
16017,0,35,175.0,70.0,28.0,107.0,40.8
70631,1,40,191.0,94.0,9.0,84.0,39.6
68087,0,38,171.0,68.0,26.0,104.0,40.9
20143,0,37,170.0,69.0,11.0,95.0,39.8
30444,0,44,151.0,56.0,28.0,114.0,40.8
22805,1,40,172.0,76.0,25.0,102.0,40.6
44711,1,57,185.0,87.0,8.0,86.0,39.3
13520,0,48,161.0,59.0,13.0,88.0,40.0
45534,1,42,189.0,91.0,12.0,94.0,40.1
25947,1,49,192.0,94.0,24.0,109.0,40.4
54056,0,65,175.0,72.0,2.0,87.0,37.8
53478,0,34,174.0,74.0,9.0,91.0,39.7
49741,0,59,156.0,55.0,20.0,98.0,40.4
67007,1,41,180.0,83.0,13.0,92.0,40.0
71178,0,22,152.0,51.0,23.0,103.0,40.7
6677,1,28,175.0,78.0,18.0,98.0,40.6
56868,0,64,182.0,78.0,24.0,109.0,40.8
12328,0,65,172.0,68.0,10.0,94.0,39.6
3540,0,59,159.0,62.0,9.0,82.0,39.7
33329,1,39,184.0,86.0,27.0,103.0,40.8
1522,0,58,174.0,72.0,27.0,112.0,40.4
13432,1,34,195.0,100.0,24.0,105.0,40.5
71266,1,35,191.0,101.0,14.0,90.0,40.3
6446,0,50,169.0,67.0,6.0,86.0,39.0
30138,1,25,179.0,74.0,4.0,90.0,38.8
4290,0,71,163.0,67.0,21.0,99.0,40.6
26340,1,61,197.0,102.0,8.0,91.0,39.4
47119,1,44,187.0,90.0,19.0,102.0,40.3
56093,1,30,183.0,81.0,14.0,94.0,40.2
31029,0,22,163.0,59.0,2.0,82.0,38.0
22660,1,54,191.0,88.0,2.0,80.0,38.5
12550,1,61,192.0,95.0,5.0,81.0,38.8
52079,1,20,203.0,103.0,23.0,102.0,40.8
59035,0,41,156.0,56.0,25.0,100.0,40.7
23223,1,26,177.0,81.0,10.0,96.0,39.9
51714,1,41,186.0,82.0,26.0,112.0,40.9
37359,1,34,185.0,84.0,26.0,115.0,40.7
46529,0,61,160.0,62.0,16.0,95.0,40.2
70220,0,41,172.0,70.0,22.0,103.0,40.8
14530,0,39,161.0,62.0,12.0,99.0,40.3
49738,0,26,169.0,66.0,23.0,102.0,40.5
26013,0,28,162.0,60.0,19.0,102.0,40.6
6621,0,24,172.0,71.0,24.0,105.0,40.5
33683,0,32,158.0,55.0,19.0,104.0,40.6
972,0,41,161.0,62.0,25.0,105.0,41.0
19427,0,25,161.0,61.0,15.0,96.0,40.2
54014,0,35,171.0,70.0,9.0,91.0,39.9
58039,1,24,178.0,82.0,26.0,113.0,40.6
32886,0,39,158.0,62.0,25.0,106.0,40.8
10548,1,45,191.0,99.0,4.0,91.0,39.0
12801,1,29,179.0,79.0,14.0,91.0,40.2
22881,0,64,153.0,60.0,12.0,91.0,39.9
53424,0,63,161.0,64.0,23.0,96.0,40.7
33744,1,55,175.0,83.0,9.0,89.0,39.6
6728,1,36,193.0,99.0,25.0,106.0,40.7
66215,1,47,205.0,111.0,29.0,119.0,40.9
64113,1,73,179.0,82.0,23.0,105.0,40.7
37175,0,24,159.0,60.0,12.0,90.0,40.2
73951,0,34,166.0,64.0,29.0,113.0,40.9
3411,0,56,181.0,77.0,11.0,90.0,40.1
3133,1,67,174.0,76.0,28.0,112.0,41.2
1187,0,22,170.0,66.0,22.0,110.0,40.6
16944,0,59,168.0,67.0,7.0,88.0,39.5
66569,0,39,161.0,62.0,6.0,81.0,38.8
26127,1,29,179.0,85.0,15.0,99.0,40.4
19083,0,33,176.0,75.0,5.0,76.0,39.2
32699,1,52,172.0,75.0,22.0,100.0,40.8
1144,1,38,202.0,102.0,5.0,84.0,39.1
52571,0,42,158.0,56.0,29.0,107.0,40.9
13635,0,39,166.0,67.0,26.0,105.0,40.7
62412,0,54,174.0,76.0,12.0,92.0,40.2
49151,0,26,154.0,62.0,1.0,81.0,37.9
31602,1,23,173.0,74.0,28.0,107.0,40.6
60785,1,48,175.0,78.0,25.0,105.0,40.7
28071,0,42,161.0,60.0,7.0,90.0,39.6
55346,1,36,196.0,96.0,8.0,85.0,39.6
12587,0,25,177.0,75.0,6.0,83.0,39.4
62190,0,36,168.0,66.0,3.0,74.0,38.3
68102,1,26,189.0,88.0,11.0,93.0,39.8
23655,0,68,175.0,72.0,28.0,111.0,40.8
74977,1,24,176.0,76.0,28.0,111.0,40.9
57385,0,28,167.0,64.0,15.0,98.0,40.3
65308,1,31,182.0,86.0,20.0,96.0,40.5
57340,1,31,184.0,92.0,4.0,79.0,38.8
36234,1,44,199.0,97.0,6.0,87.0,39.4
22797,1,32,169.0,70.0,15.0,93.0,40.4
71977,1,32,177.0,77.0,21.0,95.0,40.4
4723,1,50,184.0,85.0,26.0,104.0,40.8
15063,0,60,164.0,60.0,5.0,85.0,38.9
62971,0,21,163.0,65.0,9.0,91.0,39.8
26709,1,58,193.0,100.0,27.0,105.0,40.7
68651,0,60,160.0,56.0,6.0,82.0,39.3
42975,1,62,185.0,88.0,25.0,111.0,40.8
73449,1,23,178.0,77.0,17.0,96.0,40.5
11526,0,40,158.0,55.0,25.0,101.0,40.2
29152,0,75,168.0,66.0,15.0,83.0,40.3
48460,1,32,185.0,88.0,29.0,104.0,40.7
42129,1,33,182.0,86.0,4.0,90.0,39.1
31643,1,64,195.0,101.0,29.0,113.0,40.8
48623,1,64,176.0,81.0,27.0,100.0,40.9
25402,1,23,179.0,81.0,24.0,111.0,40.6
43968,1,44,187.0,92.0,19.0,105.0,40.5
15218,0,20,167.0,64.0,1.0,86.0,37.9
3717,1,40,162.0,69.0,17.0,94.0,40.3
63514,1,48,191.0,91.0,13.0,97.0,40.0
17528,1,25,188.0,82.0,2.0,85.0,38.1
52665,1,48,175.0,75.0,13.0,89.0,40.0
53782,1,23,194.0,98.0,6.0,91.0,39.6
20751,0,27,147.0,55.0,27.0,102.0,40.8
33926,1,64,188.0,98.0,24.0,110.0,40.9
20778,0,34,156.0,56.0,18.0,97.0,40.3
44564,1,21,179.0,75.0,25.0,103.0,40.6
40899,1,51,178.0,86.0,26.0,104.0,40.9
50678,1,45,200.0,102.0,4.0,90.0,39.0
74135,0,21,165.0,61.0,30.0,112.0,41.0
46621,1,22,182.0,86.0,1.0,78.0,37.4
42262,1,21,187.0,94.0,2.0,81.0,38.2
70239,1,20,186.0,89.0,6.0,84.0,39.5
74032,0,24,156.0,62.0,3.0,81.0,38.7
6331,1,22,187.0,89.0,15.0,87.0,40.2
29004,1,42,178.0,80.0,18.0,102.0,40.4
41224,0,31,154.0,61.0,5.0,85.0,39.0
24122,1,68,179.0,78.0,8.0,91.0,39.6
26488,1,22,172.0,79.0,23.0,100.0,40.8
43716,1,53,182.0,86.0,9.0,85.0,39.4
20266,1,40,196.0,98.0,28.0,114.0,40.6
5693,0,42,178.0,75.0,7.0,90.0,39.5
36688,0,33,179.0,71.0,30.0,116.0,40.8
50313,0,45,153.0,57.0,19.0,92.0,40.4
48588,1,21,193.0,91.0,24.0,106.0,40.9
69729,0,78,163.0,62.0,19.0,91.0,40.6
36640,0,61,151.0,52.0,22.0,100.0,40.5
17921,1,54,169.0,72.0,8.0,101.0,39.7
69856,0,35,161.0,60.0,15.0,95.0,40.2
21191,0,54,158.0,54.0,29.0,108.0,40.9
48151,1,28,195.0,97.0,25.0,107.0,40.8
30312,0,32,158.0,59.0,26.0,103.0,40.6
3680,1,21,184.0,84.0,2.0,70.0,37.7
57273,1,41,177.0,79.0,28.0,114.0,41.1
15730,1,23,167.0,67.0,21.0,100.0,40.5
19330,1,20,168.0,69.0,3.0,91.0,38.6
27601,0,20,156.0,59.0,12.0,89.0,39.8
20556,0,64,161.0,60.0,6.0,94.0,39.2
44419,0,54,168.0,63.0,8.0,90.0,39.6
23987,0,21,169.0,74.0,9.0,87.0,40.0
41274,0,50,179.0,74.0,14.0,105.0,39.9
17424,1,74,182.0,84.0,12.0,89.0,39.9
64599,1,29,201.0,98.0,19.0,99.0,40.3
30209,1,37,186.0,92.0,16.0,94.0,40.0
52763,1,31,187.0,91.0,14.0,96.0,40.1
51704,0,44,176.0,66.0,9.0,88.0,39.8
15405,1,48,191.0,92.0,13.0,100.0,40.2
29400,0,25,157.0,57.0,8.0,93.0,39.3
26605,1,22,183.0,85.0,16.0,102.0,40.1
5318,1,21,176.0,73.0,10.0,92.0,39.7
70196,1,50,187.0,91.0,2.0,82.0,38.3
64212,1,21,189.0,92.0,25.0,110.0,40.8
72536,1,49,195.0,99.0,29.0,107.0,40.8
2660,0,74,165.0,65.0,24.0,103.0,40.6
7782,0,34,167.0,63.0,22.0,95.0,40.6
63003,0,32,160.0,54.0,18.0,82.0,40.3
36973,0,38,169.0,65.0,9.0,90.0,39.8
65208,1,29,194.0,89.0,18.0,104.0,40.1
70490,1,35,177.0,79.0,15.0,99.0,40.0
19439,1,26,177.0,81.0,26.0,103.0,40.8
27469,0,73,174.0,72.0,8.0,87.0,40.1
57092,1,54,184.0,83.0,27.0,115.0,40.9
60511,1,21,186.0,86.0,12.0,90.0,39.9
21414,1,32,189.0,91.0,18.0,86.0,40.4
60705,0,37,153.0,54.0,9.0,79.0,39.8
15844,1,57,174.0,79.0,6.0,85.0,39.4
12565,1,37,189.0,91.0,12.0,89.0,40.0
63117,1,67,192.0,90.0,2.0,76.0,38.5
24794,1,57,183.0,88.0,17.0,94.0,40.3
38581,0,42,174.0,72.0,13.0,91.0,40.4
49277,0,62,165.0,67.0,18.0,100.0,40.4
64711,0,35,173.0,72.0,14.0,93.0,40.3
3728,1,30,177.0,80.0,26.0,109.0,40.6
54900,0,33,176.0,71.0,15.0,101.0,40.3
2966,1,45,182.0,85.0,12.0,91.0,39.9
72457,1,25,195.0,93.0,15.0,87.0,40.3
66783,0,63,170.0,74.0,18.0,103.0,40.3
47577,0,68,165.0,64.0,21.0,99.0,40.5
56861,0,63,161.0,61.0,15.0,105.0,40.3
30333,0,25,158.0,57.0,23.0,96.0,40.5
47743,0,60,178.0,77.0,13.0,96.0,40.1
47429,0,64,151.0,52.0,15.0,98.0,40.1
24515,1,54,182.0,86.0,21.0,104.0,40.6
6030,1,39,176.0,75.0,30.0,106.0,40.8
29114,1,35,181.0,88.0,10.0,90.0,39.9
59627,1,35,187.0,91.0,26.0,98.0,40.9
33511,1,39,196.0,102.0,18.0,103.0,40.5
36432,1,25,197.0,97.0,2.0,79.0,38.0
16439,0,70,164.0,64.0,4.0,80.0,38.9
57154,0,59,154.0,57.0,5.0,87.0,39.6
44168,1,64,171.0,80.0,10.0,92.0,40.1
49202,1,52,183.0,82.0,24.0,115.0,40.6
45799,0,26,168.0,66.0,24.0,99.0,40.6
33575,1,26,195.0,98.0,30.0,110.0,41.0
57896,1,33,164.0,68.0,3.0,87.0,38.4
30702,1,33,187.0,90.0,8.0,87.0,39.4
22290,0,27,165.0,64.0,19.0,102.0,40.6
44470,1,20,193.0,93.0,10.0,94.0,39.8
42109,1,48,202.0,111.0,4.0,94.0,38.9
39284,0,21,172.0,60.0,6.0,82.0,39.0
57668,1,20,193.0,97.0,9.0,91.0,40.0
48263,0,48,172.0,70.0,14.0,99.0,40.1
40058,1,43,186.0,87.0,24.0,112.0,40.8
44075,0,54,160.0,59.0,25.0,104.0,40.7
16515,1,69,192.0,95.0,23.0,96.0,40.7
8041,1,34,182.0,91.0,27.0,112.0,40.5
54548,0,65,172.0,75.0,23.0,102.0,40.8
13071,0,69,152.0,55.0,19.0,104.0,40.4
5868,1,27,179.0,77.0,9.0,87.0,39.8
56804,1,30,201.0,99.0,26.0,108.0,40.8
66814,1,20,172.0,76.0,27.0,113.0,41.3
7021,1,35,179.0,78.0,16.0,96.0,40.0
20325,1,44,183.0,91.0,24.0,107.0,40.4
20753,1,33,179.0,80.0,25.0,103.0,40.7
73227,0,49,169.0,67.0,27.0,105.0,40.9
15478,1,58,184.0,84.0,8.0,88.0,39.5
32863,1,77,167.0,73.0,2.0,79.0,38.2
39047,0,28,166.0,65.0,13.0,93.0,40.1
9796,1,28,183.0,84.0,14.0,92.0,40.3
65257,0,51,165.0,64.0,11.0,92.0,40.0
65848,1,20,193.0,92.0,4.0,86.0,38.9
29478,1,64,186.0,83.0,9.0,82.0,39.5
58538,0,69,170.0,69.0,29.0,105.0,40.5
59616,1,38,178.0,78.0,17.0,101.0,40.1
74590,1,61,190.0,89.0,2.0,76.0,37.9
16756,0,38,172.0,71.0,23.0,101.0,40.7
58392,0,46,177.0,70.0,2.0,90.0,38.2
63112,1,61,196.0,98.0,14.0,93.0,40.4
1268,0,32,163.0,59.0,9.0,89.0,39.9
61217,1,60,194.0,102.0,10.0,96.0,39.4
62400,0,26,156.0,57.0,19.0,101.0,40.3
50114,1,22,183.0,81.0,22.0,109.0,40.6
62546,1,52,182.0,83.0,12.0,85.0,39.7
35862,1,32,192.0,91.0,14.0,95.0,40.1
27369,0,39,161.0,59.0,18.0,101.0,40.0
12952,0,30,162.0,64.0,5.0,79.0,39.1
73154,1,45,191.0,93.0,11.0,95.0,40.3
8988,1,31,188.0,91.0,17.0,95.0,40.3
41287,1,43,196.0,92.0,1.0,83.0,37.7
19940,0,20,173.0,66.0,5.0,85.0,39.1
23192,0,26,158.0,63.0,26.0,113.0,40.8
73243,1,27,188.0,90.0,11.0,98.0,39.8
2031,1,45,188.0,83.0,6.0,82.0,39.5
15900,1,44,186.0,90.0,15.0,92.0,40.1
43780,1,44,196.0,96.0,27.0,109.0,40.8
6103,1,24,187.0,92.0,11.0,87.0,39.6
40033,1,40,158.0,61.0,29.0,111.0,41.0
56743,1,72,192.0,102.0,26.0,107.0,40.7
61539,0,55,161.0,61.0,3.0,85.0,38.6
74288,0,59,174.0,75.0,12.0,92.0,39.7
14332,1,20,179.0,90.0,18.0,99.0,40.3
69247,0,61,151.0,54.0,25.0,93.0,41.0
16215,1,26,185.0,87.0,29.0,106.0,40.5
10913,0,40,161.0,60.0,16.0,93.0,40.4
26825,1,31,194.0,93.0,4.0,85.0,38.8
73101,0,67,162.0,66.0,13.0,99.0,39.9
13767,1,53,176.0,77.0,19.0,98.0,40.3
4874,0,51,158.0,61.0,22.0,97.0,40.7
56663,1,28,187.0,87.0,14.0,91.0,40.2
41596,0,45,164.0,63.0,10.0,88.0,39.7
41578,1,40,190.0,91.0,25.0,110.0,40.5
51773,1,59,199.0,101.0,23.0,108.0,40.6
8645,0,68,165.0,60.0,23.0,93.0,40.9
32458,0,22,157.0,51.0,17.0,100.0,40.2
59221,0,61,162.0,62.0,16.0,90.0,40.1
15891,0,42,159.0,60.0,21.0,99.0,40.5
1085,1,48,184.0,89.0,6.0,93.0,39.5
31672,1,59,187.0,88.0,26.0,96.0,40.6
37056,0,50,186.0,83.0,21.0,97.0,40.5
40000,1,58,183.0,92.0,7.0,80.0,39.6
38468,0,30,165.0,61.0,18.0,97.0,40.5
42589,0,21,158.0,57.0,29.0,115.0,40.9
53349,0,43,185.0,88.0,29.0,98.0,41.1
30280,0,29,165.0,65.0,1.0,92.0,37.5
47245,1,28,171.0,74.0,10.0,94.0,40.0
3582,0,44,157.0,60.0,21.0,94.0,40.4
2121,1,48,183.0,90.0,12.0,86.0,40.1
45643,1,61,181.0,88.0,27.0,107.0,40.4
15687,0,57,151.0,55.0,5.0,85.0,38.8
3295,1,64,168.0,73.0,5.0,87.0,39.4
39469,0,24,163.0,61.0,30.0,106.0,40.8
20785,1,49,182.0,91.0,24.0,98.0,40.8
64685,0,38,169.0,65.0,23.0,100.0,40.4
68261,1,60,179.0,81.0,24.0,110.0,40.6
35171,1,26,185.0,82.0,10.0,87.0,39.5
48316,1,49,182.0,84.0,27.0,107.0,40.8
22093,0,23,161.0,57.0,19.0,92.0,40.5
40068,1,35,197.0,101.0,22.0,106.0,40.7
41838,1,57,187.0,90.0,8.0,90.0,39.3
8126,0,24,160.0,55.0,19.0,99.0,40.5
59561,0,48,168.0,66.0,16.0,101.0,40.5
38603,1,29,184.0,87.0,21.0,107.0,40.6
21830,1,35,194.0,99.0,26.0,100.0,40.6
18493,1,35,182.0,81.0,6.0,85.0,39.0
49938,0,64,177.0,76.0,3.0,88.0,38.7
41837,1,62,183.0,87.0,14.0,93.0,40.1
37554,0,44,173.0,77.0,22.0,102.0,40.8
19329,1,50,184.0,79.0,12.0,104.0,40.0
27575,0,21,165.0,65.0,30.0,114.0,40.7
33178,1,47,180.0,84.0,12.0,91.0,39.8
65435,1,56,176.0,78.0,8.0,80.0,39.9
57220,0,22,154.0,57.0,22.0,102.0,40.4
46998,0,21,169.0,63.0,9.0,91.0,39.8
57181,0,32,159.0,57.0,16.0,102.0,40.3
62058,1,44,189.0,97.0,19.0,99.0,40.2
51341,0,58,172.0,75.0,28.0,112.0,40.7
34505,1,23,181.0,77.0,9.0,91.0,39.8
14679,0,47,173.0,70.0,6.0,84.0,39.1
1098,0,41,166.0,66.0,26.0,100.0,40.9
35584,1,52,179.0,81.0,21.0,105.0,40.7
13049,1,77,183.0,88.0,30.0,109.0,40.8
16074,0,48,161.0,64.0,14.0,95.0,39.8
15321,1,64,186.0,94.0,25.0,111.0,40.8
59103,0,29,171.0,65.0,13.0,79.0,40.2
60976,0,41,163.0,59.0,29.0,108.0,40.9
56349,0,23,154.0,57.0,13.0,95.0,39.7
11443,0,30,162.0,59.0,15.0,96.0,40.1
63999,1,79,189.0,101.0,20.0,98.0,40.8
